"count","num","text"
"1164","1","Банк стал помойкой"
"1165","1","Обманщики каких свет не видовал"
"1166","1","Поганенький банк, никому не советую."
"1167","1","Система лохотрон на государственном уровне"
"1168","1","Просто беспредел!"
"1169","1","Постоянный обман с их программой Спасибо"
"1170","1","Банк не заинтересован в вас как в клиенте"
"1171","1","Банк 0"
"1172","1","Не могут дать выписку по переводам"
"1173","1","Вранье на вранье"
"1174","1","сбер - г..."
"1175","1","Изменился в худшую сторону"
"1176","1","Для меня нет больше Сбера"
"1177","1","Давно пора менять банк"
"1178","1","Это что-то"
"1179","1","Все хуже и хуже"
"1180","1","Каменный век"
"1181","1","хуже надо поискать"
"1182","1","искусственное затягивание в решении вопросов клиентов банка. надежность ноль!"
"1183","1","ХУДШИЙ из ХУДШИХ банков"
"1184","1","Ужасное обслуживание"
"1185","1","Самый большой и ужасный банк"
"1186","1","Сначала одобрят, потом откажут"
"1187","1","Берут деньги за реквизиты счета"
"1188","1","Резко негативное"
"1189","1","50/50"
"1190","1","Кидалово на деньги!"
"1191","1","Сбербанк хочет меня швырнуть на деньги"
"1192","1","Банк отстой"
"1193","1","Ужасно"
"1194","1","Самый худший банк в России"
"1195","1","Речь о Сбербанке."
"1196","1","Люди не покупайте ИОС"
"1197","1","Полное отсутствие интелекта. И полное не понимание безопастности клиентов"
"1198","1","Самый ушлый и убогий (псевдогосударственный банк)"
"1199","1","Тупой шаблонизм достал"
"1200","1","Самый отвратительный Банк."
"1201","1","Сбербанк - такой сбербанк"
"1202","1","Не могу снять свои деньги 2 месяца!"
"1203","1","Самый худший из всех банков."
"1204","1","Очень разочарован."
"1205","1","Ужасные очереди,хамское обслуживание"
"1206","1","Вызывает отвращение"
"1207","1","Автоматическое списание платежей в пользу сомнительных сайтов"
"1208","1","Возмущена разводом."
"1209","1","негативное впечатление"
"1210","1","Отвратительный банк, который оставит вас без штанов"
"1211","1","Сбербанк тупит"
"1212","1","Мне не нравится"
"1213","1","отвратительный банк!"
"1214","1","Не выполняют условия договора"
"1215","1","Еженедельные прозвоны от якобы безопасности банка"""
"1216","1","Украли деньги"
"1217","1","Бюрократия и цинизм Сбербанка, нарушают права пенсионера-инвалида на своевременную защиту нарушенных прав в суде."
"1218","1","Банк г...."
"1219","1","Плохо"
"1220","1","Будем менять банк!"
"1221","1","Ужасно"
"1222","1","Ужасное обслуживание онлайн, глючит сайт"
"1223","1","Неизменно плохое обслуживание"
"1224","1","делают деньги из воздуха. Вымогатели и нахлебники."
"1225","1","Очень не доволен персоналом"
"1226","1","Богатая, жадная, жестокая и глупая система"
"1227","1","Ужас, испортились!"
"1228","1","Будем менять банк ."
"1229","1","Дырявое ПО, дырявое руководство, дырявые сотрудники, дырявая безопасность, дырявый банк"
"1230","1","Скрытые комиссии"
"1231","1","Плох"
"1232","1","Не очень"
"1233","1","Самый наглый банк"
"1234","1","Это не банк!"
"1235","1","Хуже не бывает"
"1236","1","Не отдают мои деньги, являюсь гражданкой РФ"
"1237","1","Не рекомендую эту контору"
"1238","1","Вот от кого такого наглого обмана не ожидаешь."
"1239","1","Интересы клиента для Сбера - пустой звук"
"1240","1","150 рублей за обслуживание карты VISA"
"1241","1","Ни чего кроме проблем!"
"1242","1","Мошенники"
"1243","1","Отвратительно отношение к клиентам"
"1244","1","Жульническая организация"
"1245","1","Позор, а не Домклик"
"1246","1","Ужасный банк"
"1247","1","Не нравится"
"1248","1","Крохобор"
"1249","1","Дезинформация клиента о разблокировке ПИН-кода карты"
"1250","1","Ужасное приложение"
"1251","1","Не банк, а ужас!"
"1252","1","Грабители"
"1253","1","Ушла от сбера и не вернусь никогда"
"1254","1","Никогда не пользуйтесь страхованием от сбербанка"
"1255","1","МОШЕННИЧЕСКИЕ ОПЕРАЦИИ СБЕРБАНКА"
"1256","1","Обман .не думал что сбер такой плохой банк"
"1257","1","Ужасный банк"
"1258","1","Не устраивает полностью."
"1259","1","Сбербанк обманывает, как может"
"1260","1","Отвратительная работа банка"
"1261","1","Разочаровал сервис обслуживания физ лиц"
"1262","1","Отвратительно"
"1263","1","Не нравится работа этого банка"
"1264","1","Мошенники"
"1265","1","Безобразно!"
"1266","1","Последнее время не очень"
"1267","1","экосистема ""СберДно"""
"1268","1","Ужасный банк"
"1269","1","Герману Оскаровичу Грефу ПАО Сбербанк"
"1270","1","Списали с карты деньги в минус 320тыс руб"
"1271","1","Ужасный банк"
"1272","1","Отстой"
"1273","1","Отвратительное отношение к клиентам."
"1274","1","Очень плохая служба доставки"
"1275","1","Полное г..."
"1276","1","Банк из 19-го века."
"1277","1","Вызывает отвращение."
"1278","1","Отвратительный, пакостный, так называемый, «банчок»."
"1279","1","Убийца логики и здравого смысла"
"1280","1","Технологии развиваются, сервис деградирует"
"1281","1","Отвратительное обслуживание"
"1282","1","[цензура]"
"1283","1","Кредитные каникулы-пыль в глаза"
"1284","1","об условиях акции не сообщают, элементарно дать инфо про сайт в обязанности банка не входит"
"1285","1","НАГЛЫЙ ОБМАН СБЕРБАНК"
"1286","1","Банк, которому НЕ ценен каждый клиент"
"1287","1","Нельзя ни чего покупать в сбербанке."
"1288","1","Исполнительные листы не исполняют"
"1289","1","Отвратительно!"
"1290","1","Разочаровался в данном банке !"
"1291","1","Разочарована"
"1292","1","Обещают одно, а делают что им выгоднее"
"1293","1","Обман сбербанка"
"1294","1","Обманули на 85 тыс"
"1295","1","Сбер уже не тот"
"1296","1","Без доверия"
"1297","1","Нарушение прав!"
"1298","1","Тихушники!"
"1299","1","Надоедают звонками!"
"1300","1","Внимание! ИИС обман!"
"1301","1","Сбербанк против моей семьи !"
"1302","1","Процедура chargeback теперь в сбербанке недоступна"
"1303","1","Банк ошибся а моих денег нет!"
"1304","1","Безответственность, враньё и некомпетентность"
"1305","1","Очень плохой банк, самый худший в России."
"1306","1","Неадекватная работа"
"1307","1","безобразие"
"1308","1","Отстойник"
"1309","1","Нет карт без платы за обслуживание,меняю банк!"
"1310","1","Плохо"
"1311","1","1"
"1312","1","Никакой конфенденциальности"
"1313","1","Банк который ненавидит своих клиентов"
"1314","1","Возврат средств и моральная компенсация"
"1315","1","Самый ужасный банк"
"1316","1","Воры в законе..."
"1317","1","Не знают свои продукты"
"1318","1","Козлиный банк"
"1319","1","Одни минусы"
"1320","1","Списали деньги,якобы ЗСД запросил оплату, баланс ушел в минус"
"1321","1","гадость"
"1322","1","Очень негативное"
"1323","1","Банк не обеспечил сохранность денежных средств"
"1324","1","Банк нарушил срок закрытия карты на 90 дней"
"1325","1","отсутствие какой-либо квалификации у работников"
"1326","1","обман"
"1327","1","Обман клиентов, высокая комиссия за платежи, утечка персональной информации."
"1328","1","Постоянно блокируют!"
"1329","1","Самый тупой банк в России"
"1330","1","Самый худший банк!"
"1331","1","Не для людей, Отвратительный банк!"
"1332","1","Долгое сидение в очереди и неслаженная работа сотрудниковдников"
"1333","1","Не могут открыть счет ИП уже 3 дня"
"1334","1","Банк для Мошенников"
"1335","1","Не решают технические проблемы"
"1336","1","Самый ужасный банк"
"1337","1","Ужасное обслуживание, скотское отношение к простым людям"
"1338","1","Такое впечатление, что сотрудники данного банка в сговоре с мошенниками"
"1339","1","Обман и трата времени"
"1340","1","Отвратительный лживый банк!"
"1341","1","мое впечатление -1500000 рублей"
"1342","1","Банк которому абсолютно наплевать на своих клиентов"
"1343","1","Кредитная карта гражданину Белоруссии."
"1344","1","Ужас. Мрак беспросветный."
"1345","1","Один пафос. Никакой конфиденциальности."
"1346","1","не ориентирован на клиентов"
"1347","1","ОТВРАТИТЕЛЬНЫЙ БАНК"
"1348","1","Понизили уровень ""Спасибо"" из за размена валюты"
"1349","1","Сбер обманывает с подпиской СберПрайм"
"1350","1","ужас работать не хотят"
"1351","1","БезОТВЕТСТВЕННОСТЬ."
"1352","1","Сбербанк мошенники и воры."
"1353","1","Отвратительно."
"1354","1","Горите в аду"
"1355","1","Монополисты."
"1356","1","Не нравится данный банк"
"1357","1","Обман и развод."
"1358","1","Ужасное приложение"
"1359","1","УЖАСНЫЙ БАНК"
"1360","1","Сбой банкомата"
"1361","1","Отвратительный банк"
"1362","1","Дно"
"1363","1","Штат огромен, работать некому"
"1364","1","Если случайно в сбербанк попали ваши деньги, сделают все возможное, чтобы их не отдавать."
"1365","1","Шарашкина контора"
"1366","1","СберБанк МОШЕННИКИ !"
"1367","1","Сотрудники Сбербанка заходили в мой личный кабинет"
"1368","1","Отвратительно"
"1369","1","Очень большие проценты для своих постоянных клиентов"
"1370","1","Не профессионализм и не желание решать проблемы"
"1371","1","Заняты только превличением клиентов."
"1372","1","Хамское отношение некомпетентных сотрудников"
"1373","1","Заблокировали карту и доступ к Сбербанк онлайн"
"1374","1","Не БАНК! ДЕНЬГИ У НИХ ДЕРЖАТЬ НЕ СТОИТ! ВООБЩЕ!"
"1375","1","Зазнался"
"1376","1","непрофессиональные сотрудники, нет порядка, плохоработающая программа"
"1377","1","Ужас!"
"1378","1","Наглости нет предела"
"1379","1","Дно"
"1380","1","Филиал на Крауля, 63 - против клиентов"
"1381","1","Не компетентные сотрудники"
"1382","1","Банк не выполняет требования заявление не читает"
"1383","1","Отстойный банк"
"1384","1","разочарование года"
"1385","1","Сбербанк ""на дне"" или призывы Грефа к дебилизации населения России"
"1386","1","Самый [цензура] банк в мире"
"1387","1","Отвратительное обслуживание, счета клиента- инвалида не защищают, а наоборот помогают опустошить"
"1388","1","Отвратительный банк, все хуже и хуже"
"1389","1","Сплошное надувательство."
"1390","1","Сбербанк вор"
"1391","1","обдирают до нитки, дурят клиентов"
"1392","1","самый худший банк в России"
"1393","1","Не люблю говорить, писать плохо о организации и о людях, но"
"1394","1","Полный отстой"
"1395","1","От Сбербанка остался только сбер"
"1396","1","Нагло и беспринципно впаривают кредитные карты."
"1397","1","Отвратительное отношение банка к клиентам"
"1398","1","ОТВРАТИТЕЛЬНО! Грефа гнать надо!"
"1399","1","Нет нормальной обратной связи"
"1400","1","Отвратительный жадный убогий банк"
"1401","1","Испортился сбербанк в последнее время"
"1402","1","Банк, который не рекомендую"
"1403","1","НИКОМУ НЕ СОВЕТУЮ СБЕРБАНК И СБЕРБАНК СТРАХОВАНИЕ"
"1404","1","работа на уровне прошлого века"
"1405","1","рассказываю об отношении Сбербанка к своим клиентам - юридическим лицам"
"1406","1","В целом не плохо, но есть недостатки"
"1407","1","процентная ставка"
"1408","1","Банк не справляется с обслуживанием своих клиентов."
"1409","1","Бегите от сбербанка"
"1410","1","Негативное"
"1411","1","Сбербанке не когда больше нагой не зайду."
"1412","1","отрицательное"
"1413","1","Банк нарушающий федеральные законы"
"1414","1","Все- таки [цензура] есть и у них"
"1415","1","Ужаснейшее впечатление."
"1416","1","Не владеют полной информацией"
"1417","1","не доверяйте этому банку"
"1418","1","Полный кал"
"1419","1","Повесили кредит выплаченный 4 года назад!"
"1420","1","дуст"
"1421","1","Воры"
"1422","1","Самый отвратительный банк"
"1423","1","у них во всем виноват клиент"
"1424","1","Сплошная Безответственность, пока не прошу жалобную книгу"
"1425","1","разочаровалась в сбербанке"
"1426","1","Ужасное!"
"1427","1","Хуже не бывает"
"1428","1","неприятный осадок"
"1429","1","СКАНДАЛ В СБЕРЕ НА ШАРИКОПОДШИПНИКОВСКОЙ В СВЯЗИ С ВОПРОСОМ СОТРУДНИКУ КУРЧИНОЙ В. «ГДЕ КАССА?»"
"1430","1","Просто ужасное обслуживание! Зачем там работники не понятно!"
"1431","1","плохой банк"
"1432","1","Отношение к проблеме клиента безразлично"
"1433","1","Отрицательное"
"1434","1","Мерзкая контора"
"1435","1","Отрицательное впечатление"
"1436","1","Внутрибанковские операции"
"1437","1","""Дна нет,есть лишь препятствия на пути еще ниже""Е.Лец"
"1438","1","Данный банк отличается своей медлительностью и не всегда доброжелательным персоналом."
"1439","1","Не советую обращаться. Разводят также, как и другие банки"
"1440","1","Мы видим, что у вас хороший оборот денег, но кредит не дадим"
"1441","1","ОТРИЦАТЕЛЬНО..."
"1442","1","ОТРИЦАТЕЛЬНО..."
"1443","1","Отвратительное отношение к клиентам банка"
"1444","1","Относительно новый вид обмана клиентов"
"1445","1","При ЗП в 25к, сбербанк предлагает мне кэшбэк за трату 40к в течении 19 дней."
"1446","1","Банк может допустить утечку личных данных."
"1447","1","Программа помощи ипотечным заёмщикам АИЖК:сотрудники СБЕРА не умеют оформлять документы!"
"1448","1","Не очень, даже не на троичку"
"1449","1","- Наш девиз: РВАЧЕСТВО!"
"1450","1","Очень плохое впечатление"
"1451","1","Неподобающие обслуживание"
"1452","1","ужасное"
"1453","1","Сплошной обман"
"1454","1","Не человеческое отношение к людям."
"1455","1","Профессиональная служба поддержки здесь скорее исключение, чем правило."
"1456","1","не заботится о своих клиентах"
"1457","1","Сбербанк подвёл меня"
"1458","1","хамский персонал"
"1459","1","Бюрократия не победима"
"1460","1","Неквалифицированные сотрудники банка"
"1461","1","Совершают ошибки ,а решать проблемы не хотят"
"1462","1","Непонятно кто для кого работает!"
"1463","1","Колхоз!"
"1464","1","УЖАС"
"1465","1","Отвратительное"
"1466","1","общее впечатление негативное"
"1467","1","Ужасная работа с клиентами."
"1468","1","не нравится"
"1469","1","Ужасная работа контактного центра"
"1470","1","Samsung Pay и Сбербанк"
"1471","1","Худший банк"
"1472","1","лучше не связывайтесь"
"1473","1","Плохо!"
"1474","1","Ужас ...Сбербанк , ГИБДД , Судебные приставы, и якобы почта ...?"
"1475","1","Позор сбербанку!"
"1476","1","Сбербанк ""разводит"" клиентов на деньги!"
"1477","1","разочеровалась"
"1478","1","Плевательниц они хотели на всех"
"1479","1","Скорее зто рынок"
"1480","1","Жаль что сбербанк манипулирует"
"1481","1","Нарушают договор банковского обслуживания"
"1482","1","отказ в счете"
"1483","1","Плохо, противно быть обманутым"
"1484","1","Сплошной кошмар и ужас."
"1485","1","Сплошной обман, расчитанный на лохов"
"1486","1","Сбербанк *?)(:%("
"1487","1","Ужасный банк!"
"1488","1","Технологический лохотрон."
"1489","1","Ужас от Сбербанка"
"1490","1","элементарный вопрос"
"1491","1","Невозврат страховки по кредиту,бюрократия."
"1492","1","ужасная консультация на горячей линии"
"1493","1","В первые вижу такую бестактную руководительницу!"
"1494","1","ТОЛЬКО ХАЛАТНОСТЬ"
"1495","1","Зачем постоянно подключают,безпроса КОПИЛКУ ? Сколько можно Бегать отключать и снимать деньги с книжки ?"
"1496","1","Такого отношения к клиентам,вранья и пофигизма как в Сбербанке я не встречала НИГДЕ!"
"1497","1","Полное разочарование..."
"1498","1","Незаконное списание средств"
"1499","1","Безответственность и ничего больше"
"1500","1","Обслуживание на уровне 15 века"
"1501","1","Арестовывают счет, а ты доказывай, что не верблюд"
"1502","1","не надежный банк, который не защищает клиентов"
"1503","1","Жуткая жуть"
"1504","1","1"
"1505","1","плюют на клиентов"
"1506","1","[Цензура] а не банк,не выполняют обязательства по завещательным распоряжениям."
"1507","1","Отвратительно!"
"1508","1","Оценка только индивидуального предложения для физ. лица! В остальном работа отлажена."
"1509","1","Сказать, что это ужасно - ничего не сказать! КОШМАР! Ужасное обслуживание!"
"1510","1","Отвратительное впечатление работы банка!"
"1511","1","хуже банка нет"
"1512","1","Хуже банка нет"
"1513","1","Отстой!"
"1514","1","Не рекомендую! Берегите свои деньги в других сберегательных кассах!"
"1515","1","отрицательное"
"1516","1","очень плохое"
"1517","1","Не рекомендую"
"1518","1","Сбербанк - это то, что я называю отвратительным сервисом"
"1519","1","Впечатление только отрицательное"
"1520","1","сбербанк только для мажоров."
"1521","1","мошенники."
"1522","1","Осторожно с банкоматом"
"1523","1","Худший банк, который можно придумать"
"1524","1","Просто издевательство какое то."
"1525","1","Саботажники"
"1526","1","впечатления не цензурные"
"1527","1","Сбербанк-скорее наебанк"
"1528","1","кошмар"
"1529","1","Нужно сменить банк"
"1530","1","Неприятное общение с горячей линией"
"1531","1","Незаконно и непрофессионально"
"1532","1","Безответственность и неорганизованность"
"1533","1","обманщики"
"1534","1","Ужасное отношение к клиентам"
"1535","1","неуд!"
"1536","1","Не могут решить вопрос о возврате денег"
"1537","1","СМС кредитование, новый подход!"
"1538","1","Не связываться с картами Сбербанка"
"1539","1","Отвратительно некомпетентные сотрудники"
"1540","1","отвратительно"
"1541","1","Полное надувательно. Даже из страховки (в охренительных суммах) делают кредит."
"1542","1","Просто не передать словами"
"1543","1","Принимают решения в одностороннем порядке не смотря на то, что деньги то ваши!"
"1544","1","берут на себя роль правосудия."
"1545","1","Хуже банка нет"
"1546","1","Обратно в 90е,"
"1547","1","Ужасное впечатление, на Белякова попала случайно, но больше там не буду обслуживаться никогда"
"1548","1","Ужасная служба поддержки! Банкомат забрал 100 тыс. Решают проблему уже почти месяц..."
"1549","1","Не приемлемый непрофессионализм"
"1550","1","Разочарован качеством услуг."
"1551","1","Кидают и разводят на деньги"
"1552","1","Клиент всегда неправ."
"1553","1","Отрицательный отзыв"
"1554","1","Некомпетентность и хамство"
"1555","1","Неуважение. Нет сохранности денежных средств."
"1556","1","Плохо!"
"1557","1","отвратительно"
"1558","1","Некомпетентность и безответственность"
"1559","1","Некомпетентность и безответственность сотрудников Сбербанка"
"1560","1","Врагу не пожелаешь"
"1561","1","недобросовестный сбербанк"
"1562","1","30000 не поступили на карту"
"1563","1","Отвратный ""Банк""!"
"1564","1","Контактный центр Сбербанк"
"1565","1","Отвратительная служба поддержки. Регулярно не работающие сервисы"
"1566","1","Обманывает Сбербанк или глупые сотрудники"
"1567","1","Категорически отрицательно."
"1568","1","Сбербанк России это банк для тех кому делать нечего"
"1569","1","Наследование вклада"
"1570","1","Не связывайтесь с мошенниками из Сбербанка"
"1571","1","Полный капец."
"1572","1","Отвратительно!"
"1573","1","Обслуживание не очень, что за развод на деньги?"
"1574","1","Мошеннические действия со стороны Сбербанк! граждани, товарищи, Россияни будьте осторожны."
"1575","1","Плохо"
"1576","1","долгое решение проблемы"
"1577","1","решили сохранить немного денег, положив их на карту Сбербанка"
"1578","1","Невидимый развод"
"1579","1","Сбербанк - филиал ада на земле"
"1580","1","Сожалею, но это УЖАСНО"
"1581","1","плохое"
"1582","1","Они себе в убыток не работают"
"1583","1","Очень плохо"
"1584","1","Хочешь плохое настроение?Тогда тебе в сбербанк!"
"1585","1","Я в шоке!"
"1586","1","...просто опустила руки..."
"1587","1","Сбер МОШЕННИК"
"1588","1","Кошмар!Отвратительно!"
"1589","1","Негатив. Испорченное настроение. Стыд."
"1590","1","Создается впечатление, что Сбербанк намеренно создает условия мешающие досрочно погашать ипотеку"
"1591","1","Мошенничество-ВОТ ДЕВИЗ ЭТОГО БАНКА!"
"1592","1","Очень плохой сервис"
"1593","1","много эмоций, в основном негативные"
"1594","1","Ужасно, пустая трата времени, скотское оношение"
"1595","1","Неудовлетворительно"
"1596","1","Ужасное впечетление."
"1597","1","ужасный банк, некомпетентные сотрудники"
"1598","1","Ненависть и агрессия"
"1599","1","Ужасно"
"1600","1","Мошеннический банк"
"1601","1","Кидалово"
"1602","1","Отвратительно"
"1603","1","Огромное разочарование"
"1604","1","Непрофессионализм сотрудников"
"1605","1","Ошалела!"
"1606","1","Хамы и воры"
"1607","1","Хотели сделать как лучше, а получилось как всегда."
"1608","1","Наглый банк"
"1609","1","Безобразие!"
"1610","1","Мошеничество!"
"1611","1","отвратительно"
"1612","1","Некомпетентность, непрофессионализм, хамское отношение к клиентам банка отд №7813/0409"
"1613","1","Средневековье"
"1614","1","Волокита"
"1615","1","просто НЕТ слов! я крайне возмущена"
"1616","1","ужасно"
"1617","1","Как море технических возможностей разбивается о дилетантизм исполнителей..."
"1618","1","Общее Впечатление негативное"
"1619","1","УЖАСНЫЙ"
"1620","1","нет слов"
"1621","1","Плохая работа претензионной службы - пишут отписки"
"1622","1","Ничтожное"
"1623","1","Отвратительное обслуживание"
"1624","1","Худший банк страны"
"1625","1","Наихудшее впечатление"
"1626","1","Банк вор ..."
"1627","1","Непроинформированы про ипотеку"
"1628","1","Наплевательское отношение к клиентам."
"1629","1","Сбербанк - это как Почта России, только банк."
"1630","1","Плюсов вообще нет"
"1631","1","Не очень хороший банк."
"1632","1","Отстойный сервис"
"1633","1","Нет поддержки, только антураж."
"1634","1","Шок ! Будьте осторожны !"
"1635","1","Обман, ложь, надувательство граждан"
"1636","1","Хуже банка я не знаю"
"1637","1","позор! зачем контактный центр если они ничего не знают!"
"1638","1","Полный беспредел"
"1639","1","нет слов..."
"1640","1","В сбере полный хаос и бардак, грабят клиентов."
"1641","1","Кошмарное обслуживание!"
"1642","1","вирус или воровство!"
"1643","1","Отвратительно"
"1644","1","Банк не хорошего качества"
"1645","1","самый худший сервис в россии, они на одном уровне с почтой России сейчас!"
"1646","1","Заскорузлый совок"
"1647","1","Как буд-то специально при описании проблемы, игнорируют..."
"1648","1","Не связывайтесь со сбером жить легче будет"
"1649","1","Не связывайтесь со сбером жить легче будет"
"1650","1","Хамское отношение, документы для разблокировки счета потеряли."
"1651","1","В этот раз не сложилось, готовимся к суду"
"1652","1","Дискриминация по географическому признаку."
"1653","1","ничего особенного"
"1654","1","негатиное впечатление о сбербанке в Спб пр.Маршала Казакова д. 1"
"1655","1","Ужасное обслуживание! никто толком ничего не знает! Всё самой приходится узнавать!"
"1656","1","Сбербанк один неготив"
"1657","1","СПАМ СМС РАССЫЛКА"
"1658","1","Очень негативный отзыв"
"1659","1","Самый подлый банк"
"1660","1","Отвратительный банк"
"1661","1","Держат марку-отвратительное обслуживание."
"1662","1","ужасное"
"1663","1","просто ужасный банк,никогда не вкладывайте свои деньги в него"
"1664","1","Некомпитентные сотрудники"
"1665","1","хамское отношение к клиенту"
"1666","2","Была в сбербанке. Хотите ипотеку ? Приготовьтесь к сплошной обдираловке."
"1667","2","У стариков снимают пенсии! (Реальная история)"
"1668","2","История о том, как я чуть было не стала жертвой телефонных мошенников."
"1669","2","Не похоже на сберегательный"
"1670","2","Вклад в валюте в сбербанке , под 0,08 % ."
"1671","2","Данный банк мне не нравится"
"1672","2","Самый ужасный банк"
"1673","2","Нежелание оказывать реальную поддержку клиентам после получения своих процентов от операций."
"1674","2","электронная очередь"
"1675","2","Нарушает Федеральный закон ""О кредитных историях"" от 30.12.2004 N 218-ФЗ"
"1676","2","нашлось много нецензурных слов, но ни одно из них не оказалось кодовым!"
"1677","2","Смерть и налоги!"
"1678","2","Как я пыталась переоформить карту ""Маэстро"" социальная на карту ""МИР""...В итоге все не так просто"
"1679","2","Сбербанк - прекратите навязывать кредиты"
"1680","2","Хуже банка нет"
"1681","2","Обижена на Сбербанк! Наберут ""двоечников"", а потом клиентам приходится испытывать дискомфорт."
"1682","2","Сбербанк с номера 900 спамит роботами"
"1683","2","Сбер охренел уже в край"
"1684","2","Очень навязчивый"
"1685","2","монополисты нежелающие ни чего делать"
"1686","2","Ненадежный банк."
"1687","2","Навязывание не нужных услуг, лицемерие"
"1688","2","Сбербанк - прекратите навязывать кредиты"
"1689","2","Хуже банка нет"
"1690","2","Обижена на Сбербанк! Наберут ""двоечников"", а потом клиентам приходится испытывать дискомфорт."
"1691","2","Сбербанк с номера 900 спамит роботами"
"1692","2","Сбер охренел уже в край"
"1693","2","Очень навязчивый"
"1694","2","монополисты нежелающие ни чего делать"
"1695","2","Ненадежный банк."
"1696","2","Навязывание не нужных услуг, лицемерие"
"1697","2","Сбербанк - прекратите навязывать кредиты"
"1698","2","Хуже банка нет"
"1699","2","Обижена на Сбербанк! Наберут ""двоечников"", а потом клиентам приходится испытывать дискомфорт."
"1700","2","Сбербанк с номера 900 спамит роботами"
"1701","2","Сбер охренел уже в край"
"1702","2","Очень навязчивый"
"1703","2","монополисты нежелающие ни чего делать"
"1704","2","Ненадежный банк."
"1705","2","Навязывание не нужных услуг, лицемерие"
"1706","2","кредит онлайн"
"1707","2","Грубияны!"
"1708","2","Защита средств клиента? Нет не слышали."
"1709","2","Банк не для людей. Отношение будет такое же."
"1710","2","Навязывают кучу услуг"
"1711","2","Наплевательское отношение к безопасности клиентов"
"1712","2","Если друг оказался вдруг..."
"1713","2","Занимаются навязыванием кредитов"
"1714","2","Отвратительная работа банка"
"1715","2","Все сложно."
"1716","2","Отвратительный монополист"
"1717","2","Новые ограничения для клиентов"
"1718","2","Контора аферистов"
"1719","2","Наглые сотрудники сбербанка"
"1720","2","Лохотрон"
"1721","2","Не ведитесь на Сбербанк"
"1722","2","Плохое"
"1723","2","Отвратительно!"
"1724","2","Ожидание большего"
"1725","2","Разочарование в сбербанке"
"1726","2","Банк с хитрыми сотрудниками"
"1727","2","Из вкладчиков обманом делают инвесторов//Как я получала возмещение от АСВ через Сбер"
"1728","2","В целом хороший банк!"
"1729","2","Как сбер опустошает кошельки."
"1730","2","Не рекомендую"
"1731","2","Комиссии на всё"
"1732","2","с недавнего времени негативное"
"1733","2","Нервный срыв от Сбер как ""забота"" о клиентах, ужас, потеря времени, не дождешься помощи, разочарование."
"1734","2","Технологична, но смущает аморальная история обогащения"
"1735","2","Банком это заведение назвать сложно."
"1736","2","Меняют условия после одобрения кредита."
"1737","2","удивлен и возмущен"
"1738","2","банк не для людей"
"1739","2","Меняют условия после одобрения кредита."
"1740","2","удивлен и возмущен"
"1741","2","банк не для людей"
"1742","2","НЕ ВАЖНОЕ"
"1743","2","Самоуправство и безнаказанность, деньги исчезли со счёта с комментарием НЕ БЫЛО НИКАКИХ ДЕНЕГ"
"1744","2","Персонал набирают по объявлениям из придорожных кафе"
"1745","2","будьте очень внимательны по услуге обезличенный металлический счет."
"1746","2","Банк может быть и не плохой, но сотрудники в маленьких городах звери"
"1747","2","Безразличие к проблеме клиента"
"1748","2","В целом нормально, но когда снимают деньги и блокируют счет по ошибке сотрудников, просто вымораживает"
"1749","2","Королевское осб, после подписания договора брошены, статус сделки не отслеживается, обратная связь ужасная"
"1750","2","Сливают информацию о клиентах?"
"1751","2","Поменяли название, а суть осталась прежней."
"1752","2","Мудрят не понятно что"
"1753","2","Плохое"
"1754","2","Негативные новинки"
"1755","2","Не верю сберу"
"1756","2","Отвратительная защита вкладов."
"1757","2","Хотелось бы лучше условия для постоянных клиентов, да и вообще условий"
"1758","2","Наживаются на пандемии"
"1759","2","Да же уже не знаю, наверное плохое."
"1760","2","Чем дальше тем хуже."
"1761","2","Низкий уровень компетентности сотрудников"
"1762","2","Очень крупный банк"
"1763","2","Такое впечатление, что ты там лишний"
"1764","2","Незащищенность денежных средств"
"1765","2","Банкомат съел деньги, назад не вернули"
"1766","2","Задолбали со звонками"
"1767","2","ужасное"
"1768","2","Дно Российских банков"
"1769","2","Как почтовый роман, а могло быть и гуще, да ночь коротка."
"1770","2","Самый отвратительный банк"
"1771","2","ПАО Сбербанк и мошенники"
"1772","2","Не очень, но вынуждены пользоваться."
"1773","2","Деньги возвращают очень медленно, либо не возвращают."
"1774","2","Не очень, но вынуждены пользоваться."
"1775","2","Деньги возвращают очень медленно, либо не возвращают."
"1776","2","сбербанк-короновирус-антипомощь пенсионеру"
"1777","2","Отвратительный банк, наверное один из худших в России"
"1778","2","Безответственное отношение к людям"
"1779","2","Безобразие!"
"1780","2","Грубое и высокомерное отношение к клиенту, отделение Москва Федосьино 4к1"
"1781","2","Запутанное впечатление"
"1782","2","Ужасная защита денежных средств"
"1783","2","Разочаровался в сбербанке"
"1784","2","Сбербанк-Спасибо за потраченные нервы!"
"1785","2","Не верьте словам!"
"1786","2","Разочаровалась"
"1787","2","жадный банк с тухлым сервисом"
"1788","2","Обман и навязывание услуг"
"1789","2","Один из самых нелюбимых мною банков"
"1790","2","Накипело"
"1791","2","Монополист, нагло навязывающий свои условия"
"1792","2","Наглая система навязывания кредита"
"1793","2","Впечатление среднее но и неплохое"
"1794","2","Нас не держат за людей"
"1795","2","Банковский беспредел и бюрократия в Краснодаре"
"1796","2","Украли деньги со вклада"
